,"Heure locale
access_time
30mn
METAR",,Température,Temps,Pluie,Vent,Humidité,Bio-météo,Pt. de rosée,Pression,Visibilité
4767,2023-07-18 09:00:00,add_circle_outline,"18.4 °C
14.5 → 18.4",,0 mm/1h,"4 km/h
raf.14.4",64%,244 ,11.5 °C,1018.8hPa,30 km
4768,2023-07-18 08:00:00,add_circle_outline,"14.4 °C
12.8 → 14.4",,0 mm/1h,"4 km/h
raf.14",83%,39 ,11.5 °C,1018.7hPa,35 km
4769,2023-07-18 07:00:00,add_circle_outline,"12.8 °C
12.8 → 13.4",,0 mm/1h,"7 km/h
raf.12.2",91%,,11.4 °C,1019.8hPa,40 km
4770,2023-07-18 06:00:00,add_circle_outline,"12.9 °C
12.9 → 13.2",,0 mm/1h,"4 km/h
raf.10.8",87%,,10.8 °C,1019.5hPa,45 km
4771,2023-07-18 05:00:00,add_circle_outline,"13.2 °C
12.3 → 13.2",,0 mm/1h,"7 km/h
raf.8.3",87%,,11.1 °C,1019.7hPa,45 km
4772,2023-07-18 04:00:00,add_circle_outline,"12.4 °C
12.3 → 12.6",,0 mm/1h,"4 km/h
raf.7.6",94%,,11.5 °C,1020.5hPa,30 km
4773,2023-07-18 03:00:00,add_circle_outline,"12.5 °C
12.5 → 12.8",,0 mm/1h,"4 km/h
raf.7.9",92%,,11.2 °C,1021.1hPa,30 km
4774,2023-07-18 02:00:00,add_circle_outline,"12.6 °C
12.5 → 13.5",,0 mm/1h,"7 km/h
raf.10.8",90%,,11 °C,1021.6hPa,40 km
4775,2023-07-19 01:00:00,add_circle_outline,"15.4 °C
14.7 → 16.1",,0 mm/1h,"4 km/h
raf.13.7",82%,,12.3 °C,1019.6hPa,35 km
4776,2023-07-19 00:00:00,add_circle_outline,"16.1 °C
16.1 → 17.1",,0 mm/1h,"7 km/h
raf.16.2",76%,,11.9 °C,1019.3hPa,35 km
4777,2023-07-19 23:00:00,add_circle_outline,"17.2 °C
17.2 → 18.6",,0 mm/1h,"11 km/h
raf.22.3",72%,,12.1 °C,1019.3hPa,40 km
4778,2023-07-19 22:00:00,add_circle_outline,"18.6 °C
18.5 → 21.1",,0 mm/1h,"11 km/h
raf.28.8",66%,28 ,12.1 °C,1018.9hPa,45 km
4779,2023-07-19 21:00:00,add_circle_outline,"21.2 °C
21.2 → 22.6",,0 mm/1h,"18 km/h
raf.27.7",59%,"23.9

158 ",12.9 °C,1018.3hPa,30 km
4780,2023-07-19 20:00:00,add_circle_outline,"22.4 °C
22.4 → 24.3",,0 mm/1h,"14 km/h
raf.25.2",55%,"25.1

231 ",12.9 °C,1018.1hPa,40 km
4781,2023-07-19 19:00:00,add_circle_outline,"23.9 °C
23.2 → 24.6",,0 mm/1h,"14 km/h
raf.25.9",43%,"25.4

464 ",10.6 °C,1018.2hPa,45 km
4782,2023-07-19 18:00:00,add_circle_outline,"23.8 °C
22.5 → 24.1",,0 mm/1h,"18 km/h

raf.32.8",45%,"25.6

494 ",11.1 °C,1018.6hPa,60 km
4783,2023-07-19 17:00:00,add_circle_outline,"23.7 °C
22.8 → 24.4",,0 mm/1h,"18 km/h

raf.37.1",48%,"25.9

569 ",12 °C,1019.0hPa,40 km
4784,2023-07-19 16:00:00,add_circle_outline,"23.0 °C
21.4 → 24.3",,0 mm/1h,"18 km/h

raf.32.8",50%,"25.2

636 ",12 °C,1019.3hPa,35 km
4785,2023-07-19 15:00:00,add_circle_outline,"21.4 °C
20.5 → 22.6",,0 mm/1h,"11 km/h
raf.27.4",59%,"24.2

561 ",13.1 °C,1019.5hPa,35 km
4786,2023-07-19 14:00:00,add_circle_outline,"21.1 °C
18.7 → 21.3",,0 mm/1h,"11 km/h
raf.23.8",63%,"24.3

631 ",13.8 °C,"1019.7hPa

=",35 km
4787,2023-07-19 13:00:00,add_circle_outline,"18.8 °C
18.8 → 20",,0 mm/1h,"22 km/h

raf.30.6",76%,297 ,14.5 °C,1020.3hPa,40 km
4788,2023-07-19 12:00:00,add_circle_outline,"20.0 °C
19.3 → 20.6",,0 mm/1h,"14 km/h
raf.27.4",62%,"22.5

314 ",12.5 °C,"1019.8hPa

=",40 km
4789,2023-07-19 11:00:00,add_circle_outline,"19.6 °C
18.6 → 19.6",,0 mm/1h,"11 km/h

raf.30.6",62%,239 ,12.1 °C,1019.8hPa,24 km
4790,2023-07-19 10:00:00,add_circle_outline,"18.7 °C
17.1 → 18.7",,0 mm/1h,"14 km/h
raf.26.3",70%,228 ,13.1 °C,1019.9hPa,40 km
4791,2023-07-19 09:00:00,add_circle_outline,"17.0 °C
16 → 17",,0 mm/1h,"7 km/h
raf.14.4",82%,144 ,13.9 °C,1019.8hPa,30 km
4792,2023-07-19 08:00:00,add_circle_outline,"15.9 °C
13.9 → 15.9",,0 mm/1h,"7 km/h
raf.11.2",86%,64 ,13.6 °C,1019.7hPa,30 km
4793,2023-07-19 07:00:00,add_circle_outline,"13.8 °C
12.9 → 13.8",,0 mm/1h,"4 km/h
raf.7.2",95%,6 ,13 °C,1019.7hPa,29 km
4794,2023-07-19 06:00:00,add_circle_outline,"13.3 °C
13.1 → 13.7",,0 mm/1h,"4 km/h
raf.9.4",92%,,12 °C,"1019.5hPa

=",30 km
4795,2023-07-19 05:00:00,add_circle_outline,"13.8 °C
13.5 → 13.8",,0 mm/1h,"7 km/h
raf.14.8",87%,,11.7 °C,"1019.4hPa

=",30 km
4796,2023-07-19 04:00:00,add_circle_outline,"13.7 °C
12.6 → 13.7",,0 mm/1h,"4 km/h
raf.8.6",88%,,11.7 °C,1019.3hPa,30 km
4797,2023-07-19 03:00:00,add_circle_outline,"12.6 °C
12.6 → 14",,0 mm/1h,"7 km/h
raf.9.4",89%,,10.8 °C,1019.5hPa,35 km
4798,2023-07-19 02:00:00,add_circle_outline,"13.8 °C
13.8 → 15.1",,0 mm/1h,"7 km/h
raf.8.6",83%,,11 °C,1019.4hPa,40 km
4799,2023-07-20 01:00:00,add_circle_outline,"14.6 °C
14.6 → 15",,0.2 mm/1h,"7 km/h
raf.18.4",90%,,13 °C,1016.3hPa,18 km
4800,2023-07-20 00:00:00,add_circle_outline,"14.8 °C
14.8 → 15.5",,0 mm/1h,"11 km/h
raf.17.3",87%,,12.7 °C,1016.5hPa,30 km
4801,2023-07-20 23:00:00,add_circle_outline,"15.5 °C
15.5 → 16.3",,0 mm/1h,"11 km/h
raf.19.1",82%,,12.4 °C,1016.6hPa,30 km
4802,2023-07-20 22:00:00,add_circle_outline,"16.2 °C
16.2 → 18.2",,0.2 mm/1h,"14 km/h
raf.29.9",83%,,13.3 °C,1016.1hPa,30 km
4803,2023-07-20 21:00:00,add_circle_outline,"18.2 °C
18.2 → 19.7",,0 mm/1h,"14 km/h
raf.29.2",67%,36 ,12 °C,1015.8hPa,40 km
4804,2023-07-20 20:00:00,add_circle_outline,"19.7 °C
19.7 → 20.7",,0 mm/1h,"18 km/h
raf.27",64%,94 ,12.7 °C,1015.2hPa,45 km
4805,2023-07-20 19:00:00,add_circle_outline,"20.6 °C
20.6 → 21.9",,0 mm/1h,"14 km/h

raf.32.4",61%,"23.2

175 ",12.8 °C,1015.2hPa,35 km
4806,2023-07-20 18:00:00,add_circle_outline,"21.7 °C
21.3 → 22.6",,0 mm/1h,"14 km/h

raf.30.6",59%,"24.6

278 ",13.3 °C,1015.3hPa,30 km
4807,2023-07-20 17:00:00,add_circle_outline,"22.4 °C
21.8 → 23.6",,0 mm/1h,"14 km/h

raf.33.5",56%,"25.2

344 ",13.2 °C,1015.5hPa,29 km
4808,2023-07-20 16:00:00,add_circle_outline,"23.2 °C
22.5 → 23.4",,0 mm/1h,"7 km/h
raf.20.5",46%,"24.9

464 ",10.9 °C,1015.6hPa,22 km
4809,2023-07-20 15:00:00,add_circle_outline,"22.6 °C
21.8 → 23.1",,0 mm/1h,"4 km/h
raf.18",47%,"24.2

489 ",10.7 °C,1016.1hPa,26 km
4810,2023-07-20 14:00:00,add_circle_outline,"22.9 °C
21.5 → 23.2",,0 mm/1h,"7 km/h
raf.19.4",49%,"24.9

781 ",11.6 °C,1016.5hPa,40 km
4811,2023-07-20 13:00:00,add_circle_outline,"21.5 °C
20.1 → 21.8",,0 mm/1h,"7 km/h
raf.19.1",52%,"23.3

675 ",11.2 °C,1017.1hPa,35 km
4812,2023-07-20 12:00:00,add_circle_outline,"20.4 °C
18.6 → 20.4",,0 mm/1h,"7 km/h
raf.14.4",60%,"22.8

500 ",12.4 °C,1017.5hPa,40 km
4813,2023-07-20 11:00:00,add_circle_outline,"18.9 °C
17.4 → 19.1",,0 mm/1h,"4 km/h
raf.13",71%,358 ,13.5 °C,1017.9hPa,30 km
4814,2023-07-20 10:00:00,add_circle_outline,"17.6 °C
16.1 → 17.6",,0 mm/1h,"4 km/h
raf.10.8",79%,256 ,13.9 °C,1018.0hPa,29 km
4815,2023-07-20 09:00:00,add_circle_outline,"16.1 °C
14.2 → 16.1",,0 mm/1h,"7 km/h
raf.13.7",84%,197 ,13.4 °C,1018.1hPa,19 km
4816,2023-07-20 08:00:00,add_circle_outline,"14.2 °C
12.8 → 14.2",,0 mm/1h,"4 km/h
raf.9.4",94%,94 ,13.2 °C,1018.2hPa,14 km
4817,2023-07-20 07:00:00,add_circle_outline,"12.8 °C
12.2 → 12.8",,0 mm/1h,"4 km/h
raf.4.7",99%,6 ,12.6 °C,1018.3hPa,7 km
4818,2023-07-20 06:00:00,add_circle_outline,"12.7 °C
12.7 → 13.2",,0 mm/1h,"4 km/h
raf.8.3",98%,,12.4 °C,1018.5hPa,6 km
4819,2023-07-20 05:00:00,add_circle_outline,"13.3 °C
12.9 → 13.8",,0 mm/1h,"7 km/h
raf.9.4",98%,,13 °C,1018.6hPa,10 km
4820,2023-07-20 04:00:00,add_circle_outline,"13.8 °C
13.8 → 15.2",,0 mm/1h,"4 km/h
raf.10.8",93%,,12.7 °C,1018.8hPa,19 km
4821,2023-07-20 03:00:00,add_circle_outline,"15.3 °C
15.1 → 15.6",,0 mm/1h,"4 km/h
raf.11.5",88%,,13.3 °C,1019.1hPa,19 km
4822,2023-07-20 02:00:00,add_circle_outline,"15.6 °C
15.3 → 15.7",,0 mm/1h,"4 km/h
raf.10.8",86%,,13.3 °C,1019.5hPa,30 km
4823,2023-07-21 01:00:00,add_circle_outline,"14.2 °C
14.2 → 15.1",,0 mm/1h,"7 km/h
raf.10.1",82%,,11.2 °C,1018.8hPa,23 km
4824,2023-07-21 00:00:00,add_circle_outline,"15.0 °C
15 → 16",,0 mm/1h,"7 km/h
raf.16.6",77%,,11 °C,1018.8hPa,25 km
4825,2023-07-21 23:00:00,add_circle_outline,"16.0 °C
15.9 → 17.5",,0 mm/1h,"11 km/h
raf.18.4",66%,,9.6 °C,1018.6hPa,30 km
4826,2023-07-21 22:00:00,add_circle_outline,"17.5 °C
17.5 → 19.3",,0 mm/1h,"11 km/h
raf.24.5",56%,19 ,8.6 °C,1018.0hPa,35 km
4827,2023-07-21 21:00:00,add_circle_outline,"19.4 °C
19.4 → 21",,0 mm/1h,"18 km/h
raf.27.7",51%,144 ,9 °C,1017.6hPa,30 km
4828,2023-07-21 20:00:00,add_circle_outline,"21.1 °C
21.1 → 22.2",,0 mm/1h,"14 km/h
raf.29.9",42%,"21.4

314 ",7.7 °C,1017.1hPa,30 km
4829,2023-07-21 19:00:00,add_circle_outline,"22.2 °C
21.9 → 22.7",,0 mm/1h,"14 km/h

raf.37.1",39%,"22.4

500 ",7.6 °C,1017.0hPa,22 km
4830,2023-07-21 18:00:00,add_circle_outline,"22.5 °C
21.3 → 22.9",,0 mm/1h,"18 km/h

raf.41.4",39%,"22.8

508 ",7.8 °C,1016.9hPa,22 km
4831,2023-07-21 17:00:00,add_circle_outline,"22.3 °C
21.5 → 23.6",,0 mm/1h,"18 km/h

raf.35.3",42%,"23

622 ",8.8 °C,"1016.9hPa

=",26 km
4832,2023-07-21 16:00:00,add_circle_outline,"23.6 °C
21.5 → 23.6",,0 mm/1h,"14 km/h

raf.37.4",38%,"24.2

667 ",8.4 °C,1016.8hPa,28 km
4833,2023-07-21 15:00:00,add_circle_outline,"22.1 °C
20.5 → 22.8",,0 mm/1h,"11 km/h

raf.32",41%,"22.6

767 ",8.2 °C,1016.7hPa,24 km
4834,2023-07-21 14:00:00,add_circle_outline,"20.4 °C
20.3 → 21.6",,0 mm/1h,"14 km/h

raf.30.2",49%,"21.3

667 ",9.3 °C,1016.9hPa,29 km
4835,2023-07-21 13:00:00,add_circle_outline,"20.6 °C
19.5 → 21.7",,0 mm/1h,"14 km/h

raf.47.2",48%,"21.5

644 ",9.2 °C,1016.9hPa,30 km
4836,2023-07-21 12:00:00,add_circle_outline,"20.5 °C
18.8 → 20.5",,0 mm/1h,"14 km/h
raf.28.1",51%,"21.8

628 ",10 °C,1016.8hPa,28 km
4837,2023-07-21 11:00:00,add_circle_outline,"18.9 °C
17.5 → 19.2",,0 mm/1h,"14 km/h
raf.26.6",65%,497 ,12.2 °C,1016.8hPa,30 km
4838,2023-07-21 10:00:00,add_circle_outline,"17.5 °C
15.5 → 17.5",,0 mm/1h,"14 km/h
raf.25.6",80%,403 ,14 °C,1016.6hPa,14 km
4839,2023-07-21 09:00:00,add_circle_outline,"15.4 °C
13.6 → 15.4",,0 mm/1h,"11 km/h
raf.19.1",88%,239 ,13.4 °C,1016.5hPa,12 km
4840,2023-07-21 08:00:00,add_circle_outline,"13.5 °C
11.8 → 13.5",,0 mm/1h,"7 km/h
raf.10.8",94%,89 ,12.6 °C,1016.1hPa,6 km
4841,2023-07-21 07:00:00,add_circle_outline,"11.9 °C
11.9 → 12.7",,0 mm/1h,"4 km/h
raf.10.4",98%,3 ,11.6 °C,"1015.9hPa

=",1.4 km
4842,2023-07-21 06:00:00,add_circle_outline,"12.7 °C
12.7 → 13.6",,0 mm/1h,"7 km/h
raf.8.6",96%,,12.1 °C,1015.8hPa,4.9 km
4843,2023-07-21 05:00:00,add_circle_outline,"13.6 °C
13.6 → 13.9",,0 mm/1h,"7 km/h
raf.8.6",96%,,13 °C,1015.6hPa,7 km
4844,2023-07-21 04:00:00,add_circle_outline,"13.9 °C
13.9 → 14.4",,0.2 mm/1h,"4 km/h
raf.11.9",95%,,13.1 °C,1015.8hPa,6 km
4845,2023-07-21 03:00:00,add_circle_outline,"14.4 °C
14.3 → 14.5",,0 mm/1h,"7 km/h
raf.13.3",93%,,13.3 °C,1016.0hPa,15 km
4846,2023-07-21 02:00:00,add_circle_outline,"14.3 °C
14.3 → 14.6",,0.4 mm/1h,"7 km/h
raf.18",94%,,13.3 °C,1016.4hPa,11 km
4847,2023-07-22 01:00:00,add_circle_outline,"16.8 °C
16.5 → 17.1",,0.4 mm/1h,"14 km/h

raf.33.1",83%,,13.9 °C,1012.8hPa,18 km
4848,2023-07-22 00:00:00,add_circle_outline,"17.1 °C
17.1 → 17.8",,0 mm/1h,"18 km/h

raf.37.4",79%,,13.4 °C,1013.6hPa,15 km
4849,2023-07-22 23:00:00,add_circle_outline,"17.8 °C
17.8 → 18.2",,0 mm/1h,"18 km/h

raf.34.6",69%,,12 °C,1013.9hPa,21 km
4850,2023-07-22 22:00:00,add_circle_outline,"18.1 °C
18.1 → 18.7",,0 mm/1h,"22 km/h

raf.46.4",63%,,10.9 °C,1013.8hPa,23 km
4851,2023-07-22 21:00:00,add_circle_outline,"18.8 °C
18.8 → 19.7",,0 mm/1h,"29 km/h

raf.56.9",58%,53 ,10.4 °C,1014.1hPa,26 km
4852,2023-07-22 20:00:00,add_circle_outline,"19.8 °C
19.8 → 20.8",,0 mm/1h,"22 km/h

raf.46.8",54%,175 ,10.2 °C,1014.2hPa,19 km
4853,2023-07-22 19:00:00,add_circle_outline,"20.9 °C
20.9 → 22.6",,0 mm/1h,"22 km/h

raf.50.4",49%,"22.1

381 ",9.8 °C,1014.7hPa,13 km
4854,2023-07-22 18:00:00,add_circle_outline,"22.1 °C
22 → 22.8",,0 mm/1h,"29 km/h

raf.50",47%,"23.5

594 ",10.3 °C,1014.9hPa,13 km
4855,2023-07-22 17:00:00,add_circle_outline,"22.2 °C
22.1 → 23.5",,0 mm/1h,"25 km/h

raf.53.3",47%,"23.6

711 ",10.3 °C,1015.2hPa,14 km
4856,2023-07-22 16:00:00,add_circle_outline,"22.5 °C
22.1 → 23.7",,0 mm/1h,"29 km/h

raf.51.5",45%,"23.8

775 ",10 °C,1015.6hPa,18 km
4857,2023-07-22 15:00:00,add_circle_outline,"23.5 °C
21.6 → 23.8",,0 mm/1h,"22 km/h

raf.44.6",43%,"24.8

878 ",10.2 °C,1015.8hPa,20 km
4858,2023-07-22 14:00:00,add_circle_outline,"21.5 °C
20.8 → 22.4",,0 mm/1h,"22 km/h

raf.38.2",51%,"23.2

611 ",10.9 °C,1016.3hPa,23 km
4859,2023-07-22 13:00:00,add_circle_outline,"21.6 °C
19.8 → 21.6",,0 mm/1h,"22 km/h

raf.38.9",48%,"22.9

650 ",10.1 °C,1016.9hPa,23 km
4860,2023-07-22 12:00:00,add_circle_outline,"20.1 °C
18 → 20.3",,0 mm/1h,"18 km/h

raf.43.2",57%,"22

619 ",11.3 °C,1017.3hPa,23 km
4861,2023-07-22 11:00:00,add_circle_outline,"18.4 °C
16.7 → 18.8",,0 mm/1h,"14 km/h

raf.31",62%,431 ,11 °C,1017.7hPa,25 km
4862,2023-07-22 10:00:00,add_circle_outline,"17.0 °C
14.4 → 17.4",,0 mm/1h,"14 km/h
raf.25.2",73%,281 ,12.1 °C,1017.7hPa,27 km
4863,2023-07-22 09:00:00,add_circle_outline,"14.4 °C
13.7 → 14.4",,0 mm/1h,"7 km/h
raf.14.8",88%,92 ,12.4 °C,"1018.0hPa

=",20 km
4864,2023-07-22 08:00:00,add_circle_outline,"13.7 °C
12.1 → 13.7",,0 mm/1h,"7 km/h
raf.14",90%,67 ,12.1 °C,1017.9hPa,13 km
4865,2023-07-22 07:00:00,add_circle_outline,"12.1 °C
10.9 → 12.1",,0 mm/1h,"7 km/h
raf.10.1",95%,6 ,11.3 °C,1018.2hPa,14 km
4866,2023-07-22 06:00:00,add_circle_outline,"11.0 °C
11 → 11.6",,0 mm/1h,"7 km/h
raf.8.3",95%,,10.2 °C,1018.1hPa,10 km
4867,2023-07-22 05:00:00,add_circle_outline,"11.4 °C
11 → 11.7",,0 mm/1h,"4 km/h
raf.5.4",98%,,11.1 °C,1018.1hPa,1.4 km
4868,2023-07-22 04:00:00,add_circle_outline,"11.7 °C
11.7 → 12.2",,0 mm/1h,"4 km/h
raf.7.2",96%,,11.1 °C,1018.4hPa,3.3 km
4869,2023-07-22 03:00:00,add_circle_outline,"12.0 °C
12 → 12.7",,0 mm/1h,"4 km/h
raf.7.9",95%,,11.2 °C,1018.6hPa,10 km
4870,2023-07-22 02:00:00,add_circle_outline,"12.5 °C
12.5 → 14.2",,0 mm/1h,"7 km/h
raf.8.3",93%,,11.4 °C,1018.8hPa,13 km
4871,2023-07-23 01:00:00,add_circle_outline,"16.8 °C
16.8 → 17.7",,0 mm/1h,"14 km/h
raf.28.8",94%,,15.8 °C,1008hPa,40 km
4872,2023-07-23 00:00:00,add_circle_outline,"17.7 °C
17.7 → 18.1",,0.4 mm/1h,"18 km/h
raf.28.4",92%,,16.4 °C,1007.8hPa,55 km
4873,2023-07-23 23:00:00,add_circle_outline,"18.1 °C
18 → 18.1",,3.4 mm/1h,"14 km/h
raf.23.8",96%,,17.5 °C,1007.8hPa,13 km
4874,2023-07-23 22:00:00,add_circle_outline,"18.0 °C
17.9 → 18",,3.5 mm/1h,"14 km/h
raf.22.7",97%,,17.5 °C,1007.8hPa,13 km
4875,2023-07-23 21:00:00,add_circle_outline,"18.0 °C
18 → 18.6",,2.4 mm/1h,"18 km/h

raf.33.5",96%,3 ,17.4 °C,1008.1hPa,3.5 km
4876,2023-07-23 20:00:00,add_circle_outline,"18.6 °C
18.6 → 19.3",,1.2 mm/1h,"22 km/h

raf.38.2",93%,42 ,17.4 °C,1008.1hPa,8 km
4877,2023-07-23 19:00:00,add_circle_outline,"19.3 °C
19.2 → 19.4",,0 mm/1h,"22 km/h

raf.43.2",86%,89 ,16.9 °C,1008.9hPa,11 km
4878,2023-07-23 18:00:00,add_circle_outline,"19.2 °C
19.1 → 21.2",,0.2 mm/1h,"18 km/h

raf.50.4",92%,158 ,17.9 °C,1009.2hPa,7 km
4879,2023-07-23 17:00:00,add_circle_outline,"21.4 °C
20.3 → 21.5",,0 mm/1h,"25 km/h

raf.58.3",78%,"26.8

386 ",17.4 °C,1009.3hPa,5 km
4880,2023-07-23 16:00:00,add_circle_outline,"20.6 °C
19.3 → 20.6",,0.2 mm/1h,"25 km/h

raf.45",85%,"26.4

361 ",18 °C,1009.6hPa,4 km
4881,2023-07-23 15:00:00,add_circle_outline,"19.9 °C
18.9 → 19.9",,1.2 mm/1h,"22 km/h

raf.41",90%,217 ,18.2 °C,1010.0hPa,4.1 km
4882,2023-07-23 14:00:00,add_circle_outline,"19.4 °C
19.2 → 19.8",,0.2 mm/1h,"25 km/h

raf.46.4",91%,228 ,17.9 °C,1010.2hPa,13 km
4883,2023-07-23 13:00:00,add_circle_outline,"19.4 °C
19 → 19.4",,1.2 mm/1h,"18 km/h

raf.31.3",93%,147 ,18.2 °C,1010.2hPa,4.7 km
4884,2023-07-23 12:00:00,add_circle_outline,"19.2 °C
18.7 → 19.2",,0.4 mm/1h,"22 km/h

raf.33.8",95%,153 ,18.4 °C,1010.2hPa,6 km
4885,2023-07-23 11:00:00,add_circle_outline,"18.7 °C
18.6 → 18.8",,0.6 mm/1h,"22 km/h

raf.35.3",95%,106 ,17.9 °C,1010.1hPa,3.5 km
4886,2023-07-23 10:00:00,add_circle_outline,"18.7 °C
18.1 → 18.8",,0 mm/1h,"22 km/h

raf.35.6",93%,119 ,17.5 °C,"1010.0hPa

=",6 km
4887,2023-07-23 09:00:00,add_circle_outline,"18.1 °C
17.8 → 18.1",,0 mm/1h,"18 km/h

raf.34.2",95%,61 ,17.3 °C,"1010.0hPa

=",6 km
4888,2023-07-23 08:00:00,add_circle_outline,"17.8 °C
17.2 → 17.8",,0 mm/1h,"18 km/h

raf.33.1",95%,8 ,17 °C,1009.8hPa,13 km
4889,2023-07-23 07:00:00,add_circle_outline,"17.2 °C
17.1 → 17.2",,0 mm/1h,"18 km/h

raf.36.4",96%,,16.6 °C,1010.1hPa,6 km
4890,2023-07-23 06:00:00,add_circle_outline,"17.2 °C
17.2 → 17.3",,0 mm/1h,"22 km/h

raf.42.5",93%,,16.1 °C,1010.1hPa,8 km
4891,2023-07-23 05:00:00,add_circle_outline,"17.2 °C
16.9 → 17.2",,0 mm/1h,"22 km/h

raf.38.5",91%,,15.7 °C,1010.3hPa,18 km
4892,2023-07-23 04:00:00,add_circle_outline,"17.2 °C
17.2 → 18",,0 mm/1h,"29 km/h

raf.51.1",87%,,15 °C,1011.0hPa,10 km
4893,2023-07-23 03:00:00,add_circle_outline,"17.9 °C
17.3 → 17.9",,0 mm/1h,"22 km/h

raf.39.6",78%,,14 °C,1011.6hPa,22 km
4894,2023-07-23 02:00:00,add_circle_outline,"17.3 °C
16.8 → 17.3",,0 mm/1h,"18 km/h
raf.28.8",80%,,13.8 °C,1012.2hPa,20 km
4895,2023-07-24 01:00:00,add_circle_outline,"15.7 °C
15.7 → 15.9",,0 mm/1h,"14 km/h
raf.23",93%,,14.6 °C,1009.1hPa,18 km
4896,2023-07-24 00:00:00,add_circle_outline,"15.9 °C
15.9 → 16.4",,0 mm/1h,"11 km/h
raf.16.2",91%,,14.4 °C,1009.0hPa,50 km
4897,2023-07-24 23:00:00,add_circle_outline,"16.4 °C
16.3 → 17.1",,0 mm/1h,"11 km/h
raf.18.4",89%,,14.6 °C,1008.8hPa,50 km
4898,2023-07-24 22:00:00,add_circle_outline,"17.0 °C
17 → 17.6",,0 mm/1h,"7 km/h
raf.7.6",95%,,16.2 °C,1008.2hPa,19 km
4899,2023-07-24 21:00:00,add_circle_outline,"17.6 °C
17.6 → 17.8",,0 mm/1h,"4 km/h
raf.11.2",92%,56 ,16.3 °C,1007.8hPa,30 km
4900,2023-07-24 20:00:00,add_circle_outline,"17.6 °C
17.3 → 17.6",,1.9 mm/1h,"7 km/h
raf.22.3",92%,78 ,16.3 °C,1007.6hPa,27 km
4901,2023-07-24 19:00:00,add_circle_outline,"17.5 °C
17.3 → 17.9",,5.4 mm/1h,"11 km/h

raf.31.3",95%,47 ,16.7 °C,1007.3hPa,29 km
4902,2023-07-24 18:00:00,add_circle_outline,"17.6 °C
17.5 → 20.6",,15.6 mm/1h,"4 km/h

raf.36.4",95%,42 ,16.8 °C,1006.9hPa,1.7 km
4903,2023-07-24 17:00:00,add_circle_outline,"20.6 °C
19.3 → 21.6",,0.4 mm/1h,"11 km/h

raf.38.9",80%,"25.8

261 ",17 °C,1006.6hPa,45 km
4904,2023-07-24 16:00:00,add_circle_outline,"21.1 °C
19.6 → 23.2",,2.2 mm/1h,"11 km/h

raf.38.5",80%,"26.6

453 ",17.5 °C,1006.5hPa,17 km
4905,2023-07-24 15:00:00,add_circle_outline,"23.1 °C
21.1 → 23.3",,0 mm/1h,"22 km/h

raf.36.4",61%,"27.1

825 ",15.2 °C,1006.7hPa,27 km
4906,2023-07-24 14:00:00,add_circle_outline,"21.4 °C
19.6 → 22.6",,0 mm/1h,"25 km/h

raf.38.2",69%,"25.6

708 ",15.5 °C,1007.0hPa,29 km
4907,2023-07-24 13:00:00,add_circle_outline,"21.1 °C
20 → 21.5",,0 mm/1h,"18 km/h

raf.37.4",72%,"25.5

519 ",15.9 °C,1007.1hPa,30 km
4908,2023-07-24 12:00:00,add_circle_outline,"20.5 °C
18.7 → 20.8",,0 mm/1h,"22 km/h

raf.36.7",73%,"24.7

539 ",15.5 °C,1007.0hPa,30 km
4909,2023-07-24 11:00:00,add_circle_outline,"18.8 °C
17.3 → 19.4",,0 mm/1h,"18 km/h

raf.33.5",81%,358 ,15.5 °C,1006.9hPa,28 km
4910,2023-07-24 10:00:00,add_circle_outline,"17.2 °C
16.3 → 17.2",,0 mm/1h,"14 km/h
raf.25.9",93%,139 ,16.1 °C,1007.0hPa,19 km
4911,2023-07-24 09:00:00,add_circle_outline,"16.3 °C
15.7 → 16.3",,0 mm/1h,"14 km/h
raf.24.8",94%,72 ,15.3 °C,1007.0hPa,4.8 km
4912,2023-07-24 08:00:00,add_circle_outline,"15.7 °C
15.1 → 15.7",,0 mm/1h,"11 km/h
raf.18.4",93%,25 ,14.6 °C,1007.1hPa,30 km
4913,2023-07-24 07:00:00,add_circle_outline,"15.1 °C
14.5 → 15.1",,0 mm/1h,"11 km/h
raf.18",95%,3 ,14.3 °C,1007.0hPa,26 km
4914,2023-07-24 06:00:00,add_circle_outline,"14.6 °C
14.6 → 15.3",,0 mm/1h,"7 km/h
raf.18.4",94%,,13.6 °C,1007.1hPa,28 km
4915,2023-07-24 05:00:00,add_circle_outline,"15.3 °C
15.3 → 15.7",,0 mm/1h,"11 km/h
raf.18.7",94%,,14.3 °C,1007.3hPa,26 km
4916,2023-07-24 04:00:00,add_circle_outline,"15.7 °C
15.5 → 16.1",,0 mm/1h,"11 km/h
raf.20.5",95%,,14.9 °C,1007.3hPa,22 km
4917,2023-07-24 03:00:00,add_circle_outline,"16.2 °C
16.2 → 16.6",,0 mm/1h,"11 km/h
raf.21.6",93%,,15.1 °C,1007.5hPa,35 km
4918,2023-07-24 02:00:00,add_circle_outline,"16.5 °C
16.4 → 16.8",,0 mm/1h,"11 km/h
raf.21.6",91%,,15 °C,1007.8hPa,40 km
4919,2023-07-25 01:00:00,add_circle_outline,"13.8 °C
13.8 → 15",,0 mm/1h,"7 km/h
raf.7.2",95%,,13 °C,1016.4hPa,18 km
